-5.225003387757729101e+00,-4.474639113131058110e+00,7.466393139949619950e+00,5.508590457155220221e+00,-4.454618284581187027e+00,-3.725875567246575315e+00,-7.987588331055917479e+00,8.343246451071333780e+00,4.506499959291145885e+00,8.548063445907398972e-01,-3.752295796354109925e+00,-8.034682369979647021e+00,-2.703096532115436545e+00,-3.173784624584293113e+00,-2.868481918336220460e+00,6.284765143912306229e+00,-9.755804438919476240e+00
-5.225003387757729101e+00,-4.474639113131058110e+00,7.466393139949619950e+00,5.508590457155220221e+00,-4.454618284581187027e+00,-3.725875567246575315e+00,-7.987588331055917479e+00,8.343246451071333780e+00,4.506499959291145885e+00,8.548063445907398972e-01,-3.752295796354109925e+00,-8.034682369979647021e+00,-2.703096532115436545e+00,-3.173784624584293113e+00,-2.868481918336220460e+00,6.284765143912306229e+00,-9.755804438919476240e+00
-5.225003387757729101e+00,-4.474639113131058110e+00,7.466393139949619950e+00,5.508590457155220221e+00,-4.454618284581187027e+00,-3.725875567246575315e+00,-7.987588331055917479e+00,8.343246451071333780e+00,4.506499959291145885e+00,8.548063445907398972e-01,-3.752295796354109925e+00,-8.034682369979647021e+00,-2.703096532115436545e+00,-3.173784624584293113e+00,-2.868481918336220460e+00,6.284765143912306229e+00,-9.755804438919476240e+00
-5.225003387757729101e+00,-4.474639113131058110e+00,7.466393139949619950e+00,5.508590457155220221e+00,-4.454618284581187027e+00,-3.725875567246575315e+00,-7.987588331055917479e+00,8.343246451071333780e+00,4.506499959291145885e+00,8.548063445907398972e-01,-3.752295796354109925e+00,-8.034682369979647021e+00,-2.703096532115436545e+00,-3.173784624584293113e+00,-2.868481918336220460e+00,6.284765143912306229e+00,-9.755804438919476240e+00
-5.225003387757729101e+00,-4.474639113131058110e+00,7.466393139949619950e+00,5.508590457155220221e+00,-4.454618284581187027e+00,-3.725875567246575315e+00,-7.987588331055917479e+00,8.343246451071333780e+00,4.506499959291145885e+00,8.548063445907398972e-01,-3.752295796354109925e+00,-8.034682369979647021e+00,-2.703096532115436545e+00,-3.173784624584293113e+00,-2.868481918336220460e+00,6.284765143912306229e+00,-9.755804438919476240e+00
-4.019906494916773099e+00,-5.371187704858019885e+00,8.186603269252554327e+00,6.438405359271165196e+00,-4.945277544697446181e+00,-3.995078543458876474e+00,-8.463301475196892909e+00,8.125998186903744980e+00,2.149482651448411552e+00,1.079290732813809051e+00,-3.549221468779942601e+00,-6.859542385485010385e+00,-3.084207261674720701e+00,-3.987924583115721511e+00,-3.279578628479180136e+00,6.846691822254745041e+00,-8.907559413926765757e+00
-4.019906494916773099e+00,-5.371187704858019885e+00,8.186603269252554327e+00,6.438405359271165196e+00,-4.945277544697446181e+00,-3.995078543458876474e+00,-8.463301475196892909e+00,8.125998186903744980e+00,2.149482651448411552e+00,1.079290732813809051e+00,-3.549221468779942601e+00,-6.859542385485010385e+00,-3.084207261674720701e+00,-3.987924583115721511e+00,-3.279578628479180136e+00,6.846691822254745041e+00,-8.907559413926765757e+00
-3.888638223938711391e+00,-5.349762866025981722e+00,8.361911204347423521e+00,6.004966863629295659e+00,-4.940092743190895419e+00,-3.201178687784434818e+00,-7.442980462596093361e+00,7.735045688850323842e+00,2.315973638787765854e+00,6.024375083308615153e-01,-3.237557847518472975e+00,-7.619270286883448762e+00,-3.170553695912734948e+00,-4.068697184011529799e+00,-4.266261848278125157e+00,7.507444522421550914e+00,-8.144454997312513100e+00
-3.888638223938711391e+00,-5.349762866025981722e+00,8.361911204347423521e+00,6.004966863629295659e+00,-4.940092743190895419e+00,-3.201178687784434818e+00,-7.442980462596093361e+00,7.735045688850323842e+00,2.315973638787765854e+00,6.024375083308615153e-01,-3.237557847518472975e+00,-7.619270286883448762e+00,-3.170553695912734948e+00,-4.068697184011529799e+00,-4.266261848278125157e+00,7.507444522421550914e+00,-8.144454997312513100e+00
-3.888638223938711391e+00,-5.349762866025981722e+00,8.361911204347423521e+00,6.004966863629295659e+00,-4.940092743190895419e+00,-3.201178687784434818e+00,-7.442980462596093361e+00,7.735045688850323842e+00,2.315973638787765854e+00,6.024375083308615153e-01,-3.237557847518472975e+00,-7.619270286883448762e+00,-3.170553695912734948e+00,-4.068697184011529799e+00,-4.266261848278125157e+00,7.507444522421550914e+00,-8.144454997312513100e+00
